Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
1,559,N/A - Module 2 PDF,"In KNIME, what does “ETL” stand for in the context of data blending?","Extract, Transform, Load","Evaluate, Test, Learn","Export, Track, Link","Edit, Transfer, Loop",a,"a) Extract, Transform, Load",Unit 3: KNIME
1,560,N/A - Module 2 PDF,Which of the following is a key outcome of Power BI’s visualization capabilities?,Creating 3D animations,Enabling data-driven decision-making,Editing audio files,Designing websites,b,b) Enabling data-driven decision-making,Unit 3: KNIME
1,561,N/A - Module 2 PDF,What is the primary goal of Power BI’s data modeling feature?,To create visualizations,To define relationships and calculations for datasets,To automate workflows,To share dashboards,b,b) To define relationships and calculations for datasets,Unit 3: KNIME
1,562,N/A - Module 2 PDF,Which Power BI component is used to create and edit queries?,Power BI Desktop,Power BI Service,Power Query Editor,Power BI Mobile,c,c) Power Query Editor,Unit 3: KNIME
1,563,N/A - Module 2 PDF,What is the purpose of the “Home” tab in Power BI Desktop?,To manage visualizations,To access common tasks like connecting to data and publishing reports,To clean data,To create dashboards,b,b) To access common tasks like connecting to data and publishing reports,Unit 3: KNIME
1,564,N/A - Module 2 PDF,"In Power BI, what is a “dataflow”?",A type of visualization,A collection of entities for reusable data preparation,A dashboard tile,A report page,b,b) A collection of entities for reusable data preparation,Unit 3: KNIME
1,565,N/A - Module 2 PDF,Which Power BI visualization is best for showing proportions of a whole?,Bar chart,Line chart,Pie chart,Scatter plot,c,c) Pie chart,Unit 3: KNIME
1,566,N/A - Module 2 PDF,What is the role of the “Insert” tab in Power BI Desktop?,To clean data,To add visualizations and other elements to a report,To schedule data refreshes,To manage workspaces,b,b) To add visualizations and other elements to a report,Unit 3: KNIME
1,567,N/A - Module 2 PDF,Which of the following is NOT a Power BI data source?,SQL Server,Google Sheets,Adobe Illustrator files,SharePoint,c,c) Adobe Illustrator files,Unit 3: KNIME
1,568,N/A - Module 2 PDF,What happens when you export a Power BI report to a PDF?,The report becomes interactive,The report is converted to a static document,The report is deleted,The report is shared with external users,b,b) The report is converted to a static document,Unit 3: KNIME
1,569,N/A - Module 2 PDF,Which Power BI feature allows users to create custom calculations?,Power Query Editor,DAX (Data Analysis Expressions),Power BI Mobile,Q&A feature,b,b) DAX (Data Analysis Expressions),Unit 3: KNIME
1,570,N/A - Module 2 PDF,What is the purpose of Power BI’s “Paginated Reports”?,To create interactive dashboards,"To generate pixel-perfect, printable reports",To clean data,To automate workflows,b,"b) To generate pixel-perfect, printable reports",Unit 3: KNIME
1,571,N/A - Module 2 PDF,Which Power BI component supports embedding reports in other applications?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME
1,572,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Conditional Formatting” feature?,It cleans data automatically,It highlights data based on rules or conditions,It schedules data refreshes,It exports reports to Excel,b,b) It highlights data based on rules or conditions,Unit 3: KNIME
1,573,N/A - Module 2 PDF,Which Power BI element is a collection of visuals from multiple reports?,Dataset,Dashboard,Report,Workspace,b,b) Dashboard,Unit 3: KNIME
1,574,N/A - Module 2 PDF,What is the purpose of the “Card” visualization in Power BI?,To display a single value or KPI,To show trends over time,To compare categories,To filter data,a,a) To display a single value or KPI,Unit 3: KNIME
1,575,N/A - Module 2 PDF,Which Power BI feature allows users to collaborate in real-time?,Power Query Editor,Workspaces,Power BI Mobile,Data view,b,b) Workspaces,Unit 3: KNIME
1,576,N/A - Module 2 PDF,What is the purpose of Power BI’s “Tooltips” feature?,To clean data,To display additional details when hovering over visuals,To automate workflows,To share dashboards,b,b) To display additional details when hovering over visuals,Unit 3: KNIME
1,577,N/A - Module 2 PDF,Which Power BI view is used to create and arrange visuals?,Data view,Model view,Report view,Query view,c,c) Report view,Unit 3: KNIME
1,578,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Power Automate” integration?,It creates visualizations,It automates workflows based on report triggers,It cleans data,It exports reports,b,b) It automates workflows based on report triggers,Unit 3: KNIME
1,579,N/A - Module 2 PDF,Which Power BI feature allows users to share reports with external users?,Power Query Editor,Publish to Web,Power BI Mobile,Data view,b,b) Publish to Web,Unit 3: KNIME
1,580,N/A - Module 2 PDF,What is the purpose of Power BI’s “Key Influencers” visualization?,To create charts,To identify factors driving a specific metric,To clean data,To share dashboards,b,b) To identify factors driving a specific metric,Unit 3: KNIME
1,581,N/A - Module 2 PDF,Which of the following is a Power BI security feature?,Row-Level Security (RLS),Power Query Editor,Q&A feature,Data view,a,a) Row-Level Security (RLS),Unit 3: KNIME
1,582,N/A - Module 2 PDF,What is the purpose of Power BI’s “ArcGIS Maps” visualization?,To create geospatial visualizations,To clean data,To automate workflows,To share dashboards,a,a) To create geospatial visualizations,Unit 3: KNIME
1,583,N/A - Module 2 PDF,Which Power BI component is used to manage access to workspaces?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME
1,584,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Data Alerts”?,They clean data automatically,They notify users when data thresholds are met,They schedule data refreshes,They export reports to Excel,b,b) They notify users when data thresholds are met,Unit 3: KNIME
1,585,N/A - Module 2 PDF,Which Power BI element is a collection of tables and fields?,Dashboard,Report,Dataset,Workspace,c,c) Dataset,Unit 3: KNIME
1,586,N/A - Module 2 PDF,What is the purpose of Power BI’s “Export Data” feature?,To create visualizations,To export data from visuals to CSV or Excel,To clean data,To automate workflows,b,b) To export data from visuals to CSV or Excel,Unit 3: KNIME
1,587,N/A - Module 2 PDF,Which Power BI visualization is best for showing relationships between two variables?,Bar chart,Scatter plot,Pie chart,Line chart,b,b) Scatter plot,Unit 3: KNIME
1,588,N/A - Module 2 PDF,What is the role of the “View” tab in Power BI Desktop?,To clean data,To switch between report views and layouts,To schedule data refreshes,To manage workspaces,b,b) To switch between report views and layouts,Unit 3: KNIME
1,589,N/A - Module 2 PDF,Which Power BI feature allows users to create reusable queries?,Power Query Editor,DAX,Power BI Mobile,Q&A feature,a,a) Power Query Editor,Unit 3: KNIME
1,590,N/A - Module 2 PDF,What is the purpose of Power BI’s “Decomposition Tree” visualization?,To create charts,To break down data by multiple dimensions,To clean data,To share dashboards,b,b) To break down data by multiple dimensions,Unit 3: KNIME
1,591,N/A - Module 2 PDF,Which Python data structure is mutable and ordered?,Tuple,Set,List,Dictionary,c,c) List,Unit 2: Python (30 Questions)
1,592,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = ""Data"" print(x[1])",D,a,t,Error,b,b) a,Unit 2: Python (30 Questions)
1,593,N/A - Module 2 PDF,Which Python library is used for creating interactive visualizations?,Pandas,Matplotlib,Plotly,NumPy,c,c) Plotly,Unit 2: Python (30 Questions)
1,594,N/A - Module 2 PDF,What is the purpose of the for loop in Python?,To define a function,To iterate over a sequence of items,To store data,To create visualizations,b,b) To iterate over a sequence of items,Unit 2: Python (30 Questions)
1,595,N/A - Module 2 PDF,Which Python statement is used as a placeholder for future code?,break,continue,pass,return,c,c) pass,Unit 2: Python (30 Questions)
1,596,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = [1, 2, 3] x.append(4) print(len(x))",3,4,5,Error,b,b) 4,Unit 2: Python (30 Questions)
1,597,N/A - Module 2 PDF,Which Python task statement focuses on data structures?,Write simple Python scripts for common tasks,Utilize built-in data structures,Evaluate loops and conditional statements,Develop problem-solving skills,b,b) Utilize built-in data structures,Unit 2: Python (30 Questions)
1,598,N/A - Module 2 PDF,What does the values() method do in a Python dictionary?,Returns a list of all keys,Returns a list of all values,Adds a new key-value pair,Removes a key-value pair,b,b) Returns a list of all values,Unit 2: Python (30 Questions)
1,599,N/A - Module 2 PDF,Which Python operator checks if a value is not equal to another?,==,!=,>,<,b,b) !=,Unit 2: Python (30 Questions)
1,600,N/A - Module 2 PDF,What is the purpose of the lambda function in Python?,To create named functions,"To create anonymous, inline functions",To handle errors,To create loops,b,"b) To create anonymous, inline functions",Unit 2: Python (30 Questions)
1,601,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = 10 if x > 5: print(""High"") else: print(""Low"")",High,Low,Error,None,a,a) High,Unit 2: Python (30 Questions)
1,602,N/A - Module 2 PDF,Which Python library is used for statistical modeling?,Pandas,Statsmodels,Matplotlib,NumPy,b,b) Statsmodels,Unit 2: Python (30 Questions)
1,603,N/A - Module 2 PDF,What does the sort() method do in a Python list?,Removes an item from the list,Sorts the list in ascending order,Reverses the list,Adds an item to the list,b,b) Sorts the list in ascending order,Unit 2: Python (30 Questions)
1,604,N/A - Module 2 PDF,Which Python operator is used for exponentiation?,*,**,/,%,b,b) **,Unit 2: Python (30 Questions)
1,605,N/A - Module 2 PDF,What is the purpose of the else clause in a Python loop?,To execute code if the loop completes normally,To skip the current iteration,To exit the loop,To handle errors,a,a) To execute code if the loop completes normally,Unit 2: Python (30 Questions)
1,606,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = ""Hello"" print(x.lower())",HELLO,hello,Hello,Error,b,b) hello,Unit 2: Python (30 Questions)
1,607,N/A - Module 2 PDF,Which Python concept allows for code organization into reusable blocks?,Variables,Functions,Loops,Operators,b,b) Functions,Unit 2: Python (30 Questions)
1,608,N/A - Module 2 PDF,What does the clear() method do in a Python list?,Removes all items from the list,Sorts the list,Reverses the list,Adds an item to the list,a,a) Removes all items from the list,Unit 2: Python (30 Questions)
1,609,N/A - Module 2 PDF,Which Python library is used for data cleaning?,Pandas,Matplotlib,Scikit-learn,Plotly,a,a) Pandas,Unit 2: Python (30 Questions)
1,610,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = [1, 2, 3] print(x[-1])",1,2,3,Error,c,c) 3,Unit 2: Python (30 Questions)
1,611,N/A - Module 2 PDF,Which Python operator is used for modulus (remainder)?,*,/,%,**,c,c) %,Unit 2: Python (30 Questions)
1,612,N/A - Module 2 PDF,What is the purpose of the in operator in Python?,To assign a value,To check if a value exists in a sequence,To perform arithmetic operations,To create loops,b,b) To check if a value exists in a sequence,Unit 2: Python (30 Questions)
1,613,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = (1, 2, 3) print(x[0])",1,2,3,Error,a,a) 1,Unit 2: Python (30 Questions)
1,614,N/A - Module 2 PDF,Which Python concept is used for error handling?,Loops,Try-except blocks,Functions,Variables,b,b) Try-except blocks,Unit 2: Python (30 Questions)
1,615,N/A - Module 2 PDF,What does the join() method do in Python?,Splits a string into a list,Combines a list of strings into a single string,Reverses a string,Converts a string to uppercase,b,b) Combines a list of strings into a single string,Unit 2: Python (30 Questions)
1,616,N/A - Module 2 PDF,Which Python library is used for deep learning?,Pandas,TensorFlow,Matplotlib,NumPy,b,b) TensorFlow,Unit 2: Python (30 Questions)
1,617,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = {""a"": 1, ""b"": 2} print(len(x))",1,2,3,Error,b,b) 2,Unit 2: Python (30 Questions)
1,618,N/A - Module 2 PDF,Which Python statement defines a function?,func,def,function,define,b,b) def,Unit 2: Python (30 Questions)
1,619,N/A - Module 2 PDF,What does the reverse() method do in a Python list?,Sorts the list,Reverses the order of the list,Removes an item from the list,Adds an item to the list,b,b) Reverses the order of the list,Unit 2: Python (30 Questions)
1,620,N/A - Module 2 PDF,What is the purpose of the global keyword in Python?,To define a loop,To declare a variable as global within a function,To handle errors,To create visualizations,b,b) To declare a variable as global within a function,Unit 2: Python (30 Questions)
1,621,N/A - Module 2 PDF,What is the primary purpose of KNIME’s “Node Monitor”?,To create visualizations,To display node execution details and progress,To load data from a CSV file,To perform machine learning,b,b) To display node execution details and progress,Unit 3: KNIME (30 Questions)
1,622,N/A - Module 2 PDF,Which KNIME node is used for logistic regression?,Logistic Regression,File Reader,Scatter Plot,Decision Tree,a,a) Logistic Regression,Unit 3: KNIME (30 Questions)
1,623,N/A - Module 2 PDF,What is the purpose of the “Joiner” node in KNIME?,To create visualizations,To combine two datasets based on a key column,To load data from a database,To generate reports,b,b) To combine two datasets based on a key column,Unit 3: KNIME (30 Questions)
1,624,N/A - Module 2 PDF,Which KNIME feature supports integration with R scripts?,R Script node,Workflow automation,Model deployment,Data cleaning,a,a) R Script node,Unit 3: KNIME (30 Questions)
1,625,N/A - Module 2 PDF,What is the purpose of the “Missing Value” node in KNIME?,To create dashboards,To handle missing data in datasets,To load data from a CSV file,To automate workflows,b,b) To handle missing data in datasets,Unit 3: KNIME (30 Questions)
1,626,N/A - Module 2 PDF,Which KNIME node is used for hierarchical clustering?,Hierarchical Clustering,File Reader,Decision Tree,Statistics,a,a) Hierarchical Clustering,Unit 3: KNIME (30 Questions)
1,627,N/A - Module 2 PDF,What is the benefit of KNIME’s “Components”?,They slow down workflows,They encapsulate reusable workflow segments,They restrict data access,They create visualizations,b,b) They encapsulate reusable workflow segments,Unit 3: KNIME (30 Questions)
1,628,N/A - Module 2 PDF,Which KNIME node is used for neural network modeling?,Neural Network,File Reader,Scatter Plot,Model Writer,a,a) Neural Network,Unit 3: KNIME (30 Questions)
1,629,N/A - Module 2 PDF,What is the purpose of the “Table Validator” node in KNIME?,To create visualizations,To ensure data meets specified conditions,To load data from a CSV file,To automate reports,b,b) To ensure data meets specified conditions,Unit 3: KNIME (30 Questions)
1,630,N/A - Module 2 PDF,Which KNIME task statement involves sending reports via email?,Create interactive dashboards,Send reports via email,Import data and clean it,Establish a connection to a Big Data source,b,b) Send reports via email,Unit 3: KNIME (30 Questions)
1,631,N/A - Module 2 PDF,What is the purpose of KNIME’s “String Manipulation” node?,To create visualizations,To perform operations on string data,To load data from a database,To perform machine learning,b,b) To perform operations on string data,Unit 3: KNIME (30 Questions)
1,632,N/A - Module 2 PDF,Which KNIME node is used for creating histograms?,Histogram,File Reader,Decision Tree,Statistics,a,a) Histogram,Unit 3: KNIME (30 Questions)
1,633,N/A - Module 2 PDF,What is the benefit of KNIME’s “Server” deployment?,It restricts workflow access,It enables scalable execution and sharing of workflows,It creates visualizations,It cleans data automatically,b,b) It enables scalable execution and sharing of workflows,Unit 3: KNIME (30 Questions)
1,634,N/A - Module 2 PDF,Which KNIME node is used for audio processing?,Audio Processing,File Reader,Statistics,Decision Tree,a,a) Audio Processing,Unit 3: KNIME (30 Questions)
1,635,N/A - Module 2 PDF,What is the purpose of KNIME’s “Excel Writer” node?,To create visualizations,To export data to an Excel file,To load data from a CSV file,To perform machine learning,b,b) To export data to an Excel file,Unit 3: KNIME (30 Questions)
1,636,N/A - Module 2 PDF,Which KNIME node is used for support vector machine (SVM) modeling?,SVM,File Reader,Scatter Plot,Model Writer,a,a) SVM,Unit 3: KNIME (30 Questions)
1,637,N/A - Module 2 PDF,What is the purpose of the “Column Rename” node in KNIME?,To create visualizations,To rename columns in a dataset,To load data from a CSV file,To automate reports,b,b) To rename columns in a dataset,Unit 3: KNIME (30 Questions)
1,638,N/A - Module 2 PDF,Which KNIME feature supports collaborative workflow development?,KNIME Server,Workflow automation,Model deployment,Data cleaning,a,a) KNIME Server,Unit 3: KNIME (30 Questions)
1,639,N/A - Module 2 PDF,What is the purpose of the “Numeric Binner” node in KNIME?,To create dashboards,To group numeric data into bins,To load data from a CSV file,To automate workflows,b,b) To group numeric data into bins,Unit 3: KNIME (30 Questions)
1,640,N/A - Module 2 PDF,Which KNIME node is used for time series visualization?,Time Series Plot,File Reader,Decision Tree,Statistics,a,a) Time Series Plot,Unit 3: KNIME (30 Questions)
1,641,N/A - Module 2 PDF,What is the benefit of KNIME’s “Interactive Range Slider Filter” in dashboards?,It slows down data analysis,It allows users to dynamically filter data ranges,It restricts visualization types,It requires manual configuration,b,b) It allows users to dynamically filter data ranges,Unit 3: KNIME (30 Questions)
1,642,N/A - Module 2 PDF,Which KNIME node is used for gradient boosting modeling?,Gradient Boosting,File Reader,Scatter Plot,Model Writer,a,a) Gradient Boosting,Unit 3: KNIME (30 Questions)
1,643,N/A - Module 2 PDF,What is the purpose of the “Row Splitter” node in KNIME?,To create visualizations,To split rows into two datasets based on conditions,To load data from a CSV file,To automate reports,b,b) To split rows into two datasets based on conditions,Unit 3: KNIME (30 Questions)
1,644,N/A - Module 2 PDF,Which KNIME task statement involves creating visualizations?,Import data and clean it,Create interactive dashboards for visualization,Establish a connection to a Big Data source,Send reports via email,b,b) Create interactive dashboards for visualization,Unit 3: KNIME (30 Questions)
1,645,N/A - Module 2 PDF,What is the purpose of KNIME’s “Math Formula” node?,To create visualizations,To perform mathematical calculations on columns,To load data from a database,To perform machine learning,b,b) To perform mathematical calculations on columns,Unit 3: KNIME (30 Questions)
1,646,N/A - Module 2 PDF,Which KNIME node is used for creating pie charts?,Pie Chart,File Reader,Decision Tree,Statistics,a,a) Pie Chart,Unit 3: KNIME (30 Questions)
1,647,N/A - Module 2 PDF,What is the benefit of KNIME’s “Workflow Coach”?,It restricts workflow access,It suggests next nodes based on usage patterns,It creates visualizations,It cleans data automatically,b,b) It suggests next nodes based on usage patterns,Unit 3: KNIME (30 Questions)
1,648,N/A - Module 2 PDF,Which KNIME node is used for topic modeling?,Topic Modeling,File Reader,Statistics,Decision Tree,a,a) Topic Modeling,Unit 3: KNIME (30 Questions)
1,649,N/A - Module 2 PDF,What is the purpose of KNIME’s “CSV Writer” node?,To create visualizations,To export data to a CSV file,To load data from a CSV file,To perform machine learning,b,b) To export data to a CSV file,Unit 3: KNIME (30 Questions)
1,650,N/A - Module 2 PDF,Which KNIME node is used for k-nearest neighbors (k-NN) modeling?,k-NN,File Reader,Scatter Plot,Model Writer,a,a) k-NN Practical Use Cases and General Questions (10 Questions),Unit 3: KNIME (30 Questions)
1,651,N/A - Module 2 PDF,"In the KNIME budget monitoring report use case, what is visualized?",Sales trends over time,Budget allocation and spending,Customer demographics,Credit scores,b,b) Budget allocation and spending,Unit 3: KNIME (30 Questions)
1,652,N/A - Module 2 PDF,Which KNIME use case involves predicting property condition using a decision tree?,Budget Monitoring Report,Decision Tree,Visualization of Sales Data,Data Blending and ETL,b,b) Decision Tree,Unit 3: KNIME (30 Questions)
1,653,N/A - Module 2 PDF,What is the purpose of the “Bar Chart” in the KNIME sales data visualization use case?,To clean data,To visualize categorical sales data,To create a machine learning model,To automate workflows,b,b) To visualize categorical sales data,Unit 3: KNIME (30 Questions)
1,654,N/A - Module 2 PDF,Which KNIME use case evaluates multiple machine learning algorithms?,Budget Monitoring Report,Credit Scoring,Visualization of Sales Data,Data Blending and ETL,b,b) Credit Scoring,Unit 3: KNIME (30 Questions)
1,655,N/A - Module 2 PDF,What is the role of the “GroupBy” node in KNIME’s data blending use case?,To create visualizations,To aggregate data by groups,To load data from a CSV file,To generate reports,b,b) To aggregate data by groups,Unit 3: KNIME (30 Questions)
1,656,N/A - Module 2 PDF,Which of the following is a knowledge statement for KNIME in the module?,Writing Python scripts for data analysis,Understanding predictive analytics techniques,Creating 3D animations,Understanding fundamental programming concepts,b,b) Understanding predictive analytics techniques,Unit 3: KNIME (30 Questions)
1,657,N/A - Module 2 PDF,What is the purpose of the “Sorter” node in KNIME?,To create visualizations,To sort rows based on column values,To load data from a database,To perform machine learning,b,b) To sort rows based on column values,Unit 3: KNIME (30 Questions)
1,658,N/A - Module 2 PDF,Which of the following is NOT a benefit of Power BI’s visualization capabilities?,Enabling data-driven decisions,Providing interactive dashboards,Restricting data access,Supporting real-time updates,c,c) Restricting data access,Unit 3: KNIME (30 Questions)
1,659,N/A - Module 2 PDF,"In KNIME, what does “predictive analytics” refer to?",Creating 3D models,Extracting insights and patterns from data for predictions,Sending emails,Browsing websites,b,b) Extracting insights and patterns from data for predictions,Unit 3: KNIME (30 Questions)
1,660,N/A - Module 2 PDF,Which of the following is a key benefit of Python’s data structures in the module?,Restricting data access,Enabling efficient data storage and manipulation,Limiting visualization options,Requiring extensive coding,b,b) Enabling efficient data storage and manipulation,Unit 3: KNIME (30 Questions)
1,661,N/A - Module 2 PDF,What is the primary purpose of Power BI’s “Data Connectors”?,To create visualizations,To connect to various data sources for importing data,To automate workflows,To share dashboards,b,b) To connect to various data sources for importing data,Unit 3: KNIME (30 Questions)
1,662,N/A - Module 2 PDF,Which Power BI component is used for creating interactive reports?,Power BI Service,Power BI Desktop,Power BI Mobile,Power Query Editor,b,b) Power BI Desktop,Unit 3: KNIME (30 Questions)
1,663,N/A - Module 2 PDF,What is the purpose of the “Modeling” tab in Power BI Desktop?,To create visualizations,To manage relationships and calculations in the data model,To clean data,To share reports,b,b) To manage relationships and calculations in the data model,Unit 3: KNIME (30 Questions)
1,664,N/A - Module 2 PDF,"In Power BI, what is a “gateway”?",A visualization type,A tool for connecting on-premises data sources to the cloud,A dashboard tile,A report page,b,b) A tool for connecting on-premises data sources to the cloud,Unit 3: KNIME (30 Questions)
1,665,N/A - Module 2 PDF,Which Power BI visualization is best for showing hierarchical data?,Treemap,Line chart,Bar chart,Scatter plot,a,a) Treemap,Unit 3: KNIME (30 Questions)
1,666,N/A - Module 2 PDF,What is the role of the “File” tab in Power BI Desktop?,To clean data,"To save, open, and publish reports",To schedule data refreshes,To manage visualizations,b,"b) To save, open, and publish reports",Unit 3: KNIME (30 Questions)
1,667,N/A - Module 2 PDF,Which of the following is a valid Power BI data source?,Microsoft Azure,Adobe Premiere files,Audio recordings,Text editors,a,a) Microsoft Azure,Unit 3: KNIME (30 Questions)
1,668,N/A - Module 2 PDF,What happens when you pin a visual to a Power BI dashboard?,The visual is deleted from the report,The visual is added as a tile to the dashboard,The visual is converted to a dataset,The visual is shared with external users,b,b) The visual is added as a tile to the dashboard,Unit 3: KNIME (30 Questions)
1,669,N/A - Module 2 PDF,Which Power BI feature allows users to create calculated columns and measures?,Power Query Editor,DAX (Data Analysis Expressions),Power BI Mobile,Q&A feature,b,b) DAX (Data Analysis Expressions),Unit 3: KNIME (30 Questions)
1,670,N/A - Module 2 PDF,What is the purpose of Power BI’s “Report Server”?,To create interactive dashboards,To host and manage reports on-premises,To clean data,To automate workflows,b,b) To host and manage reports on-premises,Unit 3: KNIME (30 Questions)
1,671,N/A - Module 2 PDF,Which Power BI component supports scheduled data refreshes?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME (30 Questions)
1,672,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Slicer Sync” feature?,It cleans data automatically,It synchronizes filters across multiple report pages,It schedules data refreshes,It exports reports to Excel,b,b) It synchronizes filters across multiple report pages,Unit 3: KNIME (30 Questions)
1,673,N/A - Module 2 PDF,Which Power BI element is a single visual on a dashboard?,Report,Tile,Dataset,Workspace,b,b) Tile,Unit 3: KNIME (30 Questions)
1,674,N/A - Module 2 PDF,What is the purpose of the “Gauge” visualization in Power BI?,To display a single value relative to a target,To show trends over time,To compare categories,To filter data,a,a) To display a single value relative to a target,Unit 3: KNIME (30 Questions)
1,675,N/A - Module 2 PDF,Which Power BI feature allows users to create dynamic titles for visuals?,Power Query Editor,DAX,Conditional Formatting,Q&A feature,b,b) DAX,Unit 3: KNIME (30 Questions)
1,676,N/A - Module 2 PDF,What is the purpose of Power BI’s “Cross-Filtering” feature?,To clean data,To allow visuals to filter each other on a report page,To automate workflows,To share dashboards,b,b) To allow visuals to filter each other on a report page,Unit 3: KNIME (30 Questions)
1,677,N/A - Module 2 PDF,Which Power BI view is used to manage table relationships?,Data view,Model view,Report view,Query view,b,b) Model view,Unit 3: KNIME (30 Questions)
1,678,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Power Apps” integration?,It creates visualizations,It embeds custom apps within reports for interactivity,It cleans data,It exports reports,b,b) It embeds custom apps within reports for interactivity,Unit 3: KNIME (30 Questions)
1,679,N/A - Module 2 PDF,Which Power BI feature allows users to share datasets across reports?,Shared Datasets,Power Query Editor,Power BI Mobile,Data view,a,a) Shared Datasets,Unit 3: KNIME (30 Questions)
1,680,N/A - Module 2 PDF,What is the purpose of Power BI’s “Anomaly Detection” feature?,To create charts,To identify unusual patterns in data,To clean data,To share dashboards,b,b) To identify unusual patterns in data,Unit 3: KNIME (30 Questions)
1,681,N/A - Module 2 PDF,Which of the following is a Power BI collaboration feature?,Power Query Editor,App Workspaces,Q&A feature,Data view,b,b) App Workspaces,Unit 3: KNIME (30 Questions)
1,682,N/A - Module 2 PDF,What is the purpose of Power BI’s “Funnel” visualization?,To create geospatial visualizations,"To show stages in a process, like a sales funnel",To clean data,To automate workflows,b,"b) To show stages in a process, like a sales funnel",Unit 3: KNIME (30 Questions)
1,683,N/A - Module 2 PDF,Which Power BI component is used to manage dataset permissions?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME (30 Questions)
1,684,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Quick Insights”?,They clean data automatically,They automatically generate insights from datasets,They schedule data refreshes,They export reports to Excel,b,b) They automatically generate insights from datasets,Unit 3: KNIME (30 Questions)
1,685,N/A - Module 2 PDF,Which Power BI element is a collection of related reports and dashboards?,Dataset,App,Tile,Workspace,b,b) App,Unit 3: KNIME (30 Questions)
1,686,N/A - Module 2 PDF,What is the purpose of Power BI’s “Dataflows” feature?,To create visualizations,To prepare and transform data in the cloud,To clean data locally,To automate workflows,b,b) To prepare and transform data in the cloud,Unit 3: KNIME (30 Questions)
1,687,N/A - Module 2 PDF,Which Power BI visualization is best for showing geographic data?,Bar chart,Map,Pie chart,Line chart,b,b) Map,Unit 3: KNIME (30 Questions)
1,688,N/A - Module 2 PDF,What is the role of the “External Tools” tab in Power BI Desktop?,To clean data,To integrate third-party tools for enhanced functionality,To schedule data refreshes,To manage workspaces,b,b) To integrate third-party tools for enhanced functionality,Unit 3: KNIME (30 Questions)
1,689,N/A - Module 2 PDF,Which Power BI feature allows users to create reusable data transformations?,Power Query Editor,DAX,Power BI Mobile,Q&A feature,a,a) Power Query Editor,Unit 3: KNIME (30 Questions)
1,690,N/A - Module 2 PDF,What is the purpose of Power BI’s “AI Visuals”?,To create charts,To provide advanced analytics using AI techniques,To clean data,To share dashboards,b,b) To provide advanced analytics using AI techniques,Unit 3: KNIME (30 Questions)
1,691,N/A - Module 2 PDF,Which Python data structure is mutable but does not maintain order?,List,Tuple,Set,Dictionary,d,d) Dictionary,Unit 2: Python (30 Questions)
1,692,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = ""Analytics"" print(x[0])",A,n,s,Error,a,a) A,Unit 2: Python (30 Questions)
1,693,N/A - Module 2 PDF,Which Python library is used for creating static visualizations?,Pandas,Matplotlib,Plotly,NumPy,b,b) Matplotlib,Unit 2: Python (30 Questions)
1,694,N/A - Module 2 PDF,What is the purpose of the elif statement in Python?,To define a function,To check additional conditions in a conditional block,To store data,To create visualizations,b,b) To check additional conditions in a conditional block,Unit 2: Python (30 Questions)
1,695,N/A - Module 2 PDF,Which Python statement terminates a function?,break,continue,pass,return,d,d) return,Unit 2: Python (30 Questions)
1,696,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = [1, 2, 3, 4] print(x[1:3])","[1, 2]","[2, 3]","[3, 4]",Error,b,"b) [2, 3]",Unit 2: Python (30 Questions)
1,697,N/A - Module 2 PDF,Which Python task statement focuses on problem-solving?,Write simple Python scripts for common tasks,Develop problem-solving skills by applying Python programming concepts,Utilize built-in data structures,Evaluate loops and conditional statements,b,b) Develop problem-solving skills by applying Python programming concepts,Unit 2: Python (30 Questions)
1,698,N/A - Module 2 PDF,What does the items() method do in a Python dictionary?,Returns a list of all keys,Returns a list of all values,Returns a list of key-value pairs,Removes a key-value pair,c,c) Returns a list of key-value pairs,Unit 2: Python (30 Questions)
1,699,N/A - Module 2 PDF,Which Python operator checks if a value is greater than or equal to another?,>,>=,<,<=,b,b) >=,Unit 2: Python (30 Questions)
