Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning
46,4,"Mr. B is a rational risk taker. He takes his position in a single stock for 4 days in a week. He does not take a position on Friday to avoid weekend effect and takes position only for four days in a week i.e. Monday to Thursday. He transfers the amount on Monday morning and withdraws the balance on Friday morning. He desires to take a maximum exposure in the single stock (not the portfolio) where Value at Risk (VAR) should not exceed the balance lying in his bank account. The position by his manager, as per standing instructions, is taken on the free balance lying in the bank account in the morning on each Monday. On Monday morning (before opening of the capital market) he has transferred an amount of ` 11 Crore to his bank account. A fixed deposit also matured on this Monday. The maturity amount of ` 63,42,560 was also credited to his account by the bank in the morning of the Monday. However, Mr. B received the intimation of the same in the evening. The bank needs a minimum balance of ` 1,000 all the time. The other information with respect to stocks X and Y, which are under consideration for this week, is as under: X Y Return Probability Return Probability 6 0.10 4 0.10 7 0.25 6 0.20 8 0.30 8 0.40 9 0.25 10 0.20 10 0.10 12 0.10 From the information given above, choose the correct answer to the following questions:",4. The expected return for the stocks Y is.,7%,8%,9%,10%,b,4 x 0.10 + 6 x 0.20 + 8 x 0.40 + 10 x 0.20 + 12 x 0.10 = 8
46,5,"Mr. B is a rational risk taker. He takes his position in a single stock for 4 days in a week. He does not take a position on Friday to avoid weekend effect and takes position only for four days in a week i.e. Monday to Thursday. He transfers the amount on Monday morning and withdraws the balance on Friday morning. He desires to take a maximum exposure in the single stock (not the portfolio) where Value at Risk (VAR) should not exceed the balance lying in his bank account. The position by his manager, as per standing instructions, is taken on the free balance lying in the bank account in the morning on each Monday. On Monday morning (before opening of the capital market) he has transferred an amount of ` 11 Crore to his bank account. A fixed deposit also matured on this Monday. The maturity amount of ` 63,42,560 was also credited to his account by the bank in the morning of the Monday. However, Mr. B received the intimation of the same in the evening. The bank needs a minimum balance of ` 1,000 all the time. The other information with respect to stocks X and Y, which are under consideration for this week, is as under: X Y Return Probability Return Probability 6 0.10 4 0.10 7 0.25 6 0.20 8 0.30 8 0.40 9 0.25 10 0.20 10 0.10 12 0.10 From the information given above, choose the correct answer to the following questions:",5. In which stock should Mr. B invest in to maximize his returns while maintaining his Value at Risk (VaR) within acceptable limits?,Stock X,Stock Y,Both stocks are equally good,Neither stock is suitable,a,CV x = 1.14 8 = 0.1425 and CV Y = 2.19 8 = 0.274
47,1,"XYZ Ltd. plans to invest ` 800,000 in a new unit. The project is expected to have a useful life of 4 years, with no salvage value at the end of its life. The annual depreciation charge for the project is ` 200,000. Projected revenues and costs for the project, ignoring inflation, are provided as follows: Year Revenues ( ` ) Costs ( ` ) 1 600,000 300,000 2 700,000 400,000 3 800,000 400,000 4 800,000 400,000 XYZ Ltd. is subject to a corporate tax rate of 60%, and the cost of capital for the project, including inflation premium, is 10%. Depreciation provides a tax benefit, and inflation rates for revenues and costs over the projectâ€™s lifespan are as follows: Year Revenue Inflation Cost Inflation 1 10% 12% 2 9% 10% 3 8% 9% 4 7% 8% From the information given above, choose the correct answer to the following questions:",1. The depreciation tax benefit for the project per year shall be,"` 120,000","` 150,000","` 200,000","` 180,000",a,"` 2,00,000 x 0.60 = ` 1,20,000"
47,2,"XYZ Ltd. plans to invest ` 800,000 in a new unit. The project is expected to have a useful life of 4 years, with no salvage value at the end of its life. The annual depreciation charge for the project is ` 200,000. Projected revenues and costs for the project, ignoring inflation, are provided as follows: Year Revenues ( ` ) Costs ( ` ) 1 600,000 300,000 2 700,000 400,000 3 800,000 400,000 4 800,000 400,000 XYZ Ltd. is subject to a corporate tax rate of 60%, and the cost of capital for the project, including inflation premium, is 10%. Depreciation provides a tax benefit, and inflation rates for revenues and costs over the projectâ€™s lifespan are as follows: Year Revenue Inflation Cost Inflation 1 10% 12% 2 9% 10% 3 8% 9% 4 7% 8% From the information given above, choose the correct answer to the following questions:",2. The inflation-adjusted revenue in Year 2 shall be.,"` 700,000","` 839,300","` 492,800","` 501,760",b,"` 7,00,000(1.10)( 1.09) = ` 8,39,300"
47,3,"XYZ Ltd. plans to invest ` 800,000 in a new unit. The project is expected to have a useful life of 4 years, with no salvage value at the end of its life. The annual depreciation charge for the project is ` 200,000. Projected revenues and costs for the project, ignoring inflation, are provided as follows: Year Revenues ( ` ) Costs ( ` ) 1 600,000 300,000 2 700,000 400,000 3 800,000 400,000 4 800,000 400,000 XYZ Ltd. is subject to a corporate tax rate of 60%, and the cost of capital for the project, including inflation premium, is 10%. Depreciation provides a tax benefit, and inflation rates for revenues and costs over the projectâ€™s lifespan are as follows: Year Revenue Inflation Cost Inflation 1 10% 12% 2 9% 10% 3 8% 9% 4 7% 8% From the information given above, choose the correct answer to the following questions:",3. The total cash inflow in Year 1 after adjusting for inflation and tax benefit on depreciation shall be,"` 330,000","` 336,000","` 249,600","` 492,800",c,"[ ` 6,00,000(1.10) â€“ ` 3,00,000(1.12)]0.40 + ` 1,20,000 = ` 2,49,600"
47,4,"XYZ Ltd. plans to invest ` 800,000 in a new unit. The project is expected to have a useful life of 4 years, with no salvage value at the end of its life. The annual depreciation charge for the project is ` 200,000. Projected revenues and costs for the project, ignoring inflation, are provided as follows: Year Revenues ( ` ) Costs ( ` ) 1 600,000 300,000 2 700,000 400,000 3 800,000 400,000 4 800,000 400,000 XYZ Ltd. is subject to a corporate tax rate of 60%, and the cost of capital for the project, including inflation premium, is 10%. Depreciation provides a tax benefit, and inflation rates for revenues and costs over the projectâ€™s lifespan are as follows: Year Revenue Inflation Cost Inflation 1 10% 12% 2 9% 10% 3 8% 9% 4 7% 8% From the information given above, choose the correct answer to the following questions:",4. The inflation-adjusted cost in Year 2 shall be.,"` 700,000","` 839,300","` 492,800","` 501,760",c,"` 4,00,000(1.12)(1.10) = ` 4,92,800"
47,5,"XYZ Ltd. plans to invest ` 800,000 in a new unit. The project is expected to have a useful life of 4 years, with no salvage value at the end of its life. The annual depreciation charge for the project is ` 200,000. Projected revenues and costs for the project, ignoring inflation, are provided as follows: Year Revenues ( ` ) Costs ( ` ) 1 600,000 300,000 2 700,000 400,000 3 800,000 400,000 4 800,000 400,000 XYZ Ltd. is subject to a corporate tax rate of 60%, and the cost of capital for the project, including inflation premium, is 10%. Depreciation provides a tax benefit, and inflation rates for revenues and costs over the projectâ€™s lifespan are as follows: Year Revenue Inflation Cost Inflation 1 10% 12% 2 9% 10% 3 8% 9% 4 7% 8% From the information given above, choose the correct answer to the following questions:",5. The present value of cash inflow for the year 3 shall be approximately..,"` 213,604","` 226,299","` 226,886","` 239,949",d,"[{ ` 8,00,000(1.10)(1.09)(1.08) - ` 4,00,000(1.12)(1.10)(1.09)}0.40 + ` 1,20,000] PVF (10%, 3) ANSWERS TO CASE SCENARIO 48"
48,1,"An investor is evaluating two companies, A Ltd. and B Ltd., to determine which company is a better investment. Both companies have different expected returns, standard deviations, and betas. â€¢ A Ltd. has an expected return of 22% and a standard deviation (risk) of 40%. Its Beta is 0.86. â€¢ B Ltd. has an expected return of 24%, a standard deviation of 38%, and a Beta of 1.24. The correlation coefficient between the returns of A Ltd. and B Ltd. is 0.72, and the standard deviation of the market return is 20%. From the information given above, choose the correct answer to the following questions:","1. The portfolio's expected rate of return, if the investor invests 30% in B Ltd. and 70% in A Ltd. shall be.",22.00%,22.60%,23.40%,24.00%,b,22% X 0.70 + 24% X 0.30 = 22.60%
48,2,"An investor is evaluating two companies, A Ltd. and B Ltd., to determine which company is a better investment. Both companies have different expected returns, standard deviations, and betas. â€¢ A Ltd. has an expected return of 22% and a standard deviation (risk) of 40%. Its Beta is 0.86. â€¢ B Ltd. has an expected return of 24%, a standard deviation of 38%, and a Beta of 1.24. The correlation coefficient between the returns of A Ltd. and B Ltd. is 0.72, and the standard deviation of the market return is 20%. From the information given above, choose the correct answer to the following questions:",2. The standard deviation of the investor's portfolio if 30% is invested in B Ltd. and 70% in A Ltd. shall be approximately..,40%,39%,37%,35%,c,"Variance = (40) 2 (0.70) 2 + (38) 2 (0.30) 2 + 2(0.70)(0.30)(40)(38)(0.72) = 1373.61, SD = âˆš 1375.61 = 37.08"
48,3,"An investor is evaluating two companies, A Ltd. and B Ltd., to determine which company is a better investment. Both companies have different expected returns, standard deviations, and betas. â€¢ A Ltd. has an expected return of 22% and a standard deviation (risk) of 40%. Its Beta is 0.86. â€¢ B Ltd. has an expected return of 24%, a standard deviation of 38%, and a Beta of 1.24. The correlation coefficient between the returns of A Ltd. and B Ltd. is 0.72, and the standard deviation of the market return is 20%. From the information given above, choose the correct answer to the following questions:",(c) 37% (d) 35% 3. The covariance between returns of Stock of A Ltd. and B Ltd. shall be approximately.,0.0230,0.1094,0.7200,0.2189,b,(0.72)( 0.40)(0.38) = 0.1094
48,4,"An investor is evaluating two companies, A Ltd. and B Ltd., to determine which company is a better investment. Both companies have different expected returns, standard deviations, and betas. â€¢ A Ltd. has an expected return of 22% and a standard deviation (risk) of 40%. Its Beta is 0.86. â€¢ B Ltd. has an expected return of 24%, a standard deviation of 38%, and a Beta of 1.24. The correlation coefficient between the returns of A Ltd. and B Ltd. is 0.72, and the standard deviation of the market return is 20%. From the information given above, choose the correct answer to the following questions:",4. Based on the data given the Risk Free Rate of Return shall be approximately ..,17.48%,18.00%,20.00%,22.74%,a,f + 0.86(R m - R f ) and 24 = R f + 1.24(R m - R f )
48,5,"An investor is evaluating two companies, A Ltd. and B Ltd., to determine which company is a better investment. Both companies have different expected returns, standard deviations, and betas. â€¢ A Ltd. has an expected return of 22% and a standard deviation (risk) of 40%. Its Beta is 0.86. â€¢ B Ltd. has an expected return of 24%, a standard deviation of 38%, and a Beta of 1.24. The correlation coefficient between the returns of A Ltd. and B Ltd. is 0.72, and the standard deviation of the market return is 20%. From the information given above, choose the correct answer to the following questions:",5. Based on the data given the Market Rate of Return shall be approximately,17.48%,18.00%,20.00%,22.74%,d,Solve simultaneous equations 22 = R f + 0.86(R m - R f ) and 24 = R f + 1.24(R m - R f )
49,1,"XYZ Ltd., a U.S. firm, will require Â£ 300,000 in 180 days and is evaluating different strategies to hedge against currency risk. The available market data is as follows: Current Spot Rate: 1 Â£ = $ 2.00 180-Day Forward Rate: 1 Â£ = $ 1.96 Interest Rates: â€¢ UK (180 days): o Deposit Rate: 4.5% o Borrowing Rate: 5% â€¢ US (180 days): o Deposit Rate: 5% o Borrowing Rate: 5.5% Option Contract: â€¢ Call option available on Â£, expiring in 180 days with: o Exercise price: $ 1.97 o Premium: $ 0.04 XYZ Ltd. has forecasted the following probabilities for spot rates after 180 days: Spot Rate Probability $ 1.91 25% $ 1.95 60% $ 2.05 15% From the information given above, choose the correct answer to the following questions:",1. The expected dollar amount needed .................if XYZ Ltd. does not hedge. (a),"$ 5,88,000","$ 6,05,741","$ 5,95,560","$ 5,86,500",d,"($1.91 x 0.25 + $1.95 x 0.60 + $2.05 x 0.15) Â£ 300000 = Â£ 5,86,500"
49,2,"XYZ Ltd., a U.S. firm, will require Â£ 300,000 in 180 days and is evaluating different strategies to hedge against currency risk. The available market data is as follows: Current Spot Rate: 1 Â£ = $ 2.00 180-Day Forward Rate: 1 Â£ = $ 1.96 Interest Rates: â€¢ UK (180 days): o Deposit Rate: 4.5% o Borrowing Rate: 5% â€¢ US (180 days): o Deposit Rate: 5% o Borrowing Rate: 5.5% Option Contract: â€¢ Call option available on Â£, expiring in 180 days with: o Exercise price: $ 1.97 o Premium: $ 0.04 XYZ Ltd. has forecasted the following probabilities for spot rates after 180 days: Spot Rate Probability $ 1.91 25% $ 1.95 60% $ 2.05 15% From the information given above, choose the correct answer to the following questions:","2. If XYZ Ltd. chooses the forward contract option, the expected dollar amount needed in 180 days, the total dollar amount required shall be....................","$ 5,88,000","$ 6,05,741","$ 5,95,560","$ 5,86,500",a,"$1.96 x Â£ 300000 = $ 5,88,000"
49,3,"XYZ Ltd., a U.S. firm, will require Â£ 300,000 in 180 days and is evaluating different strategies to hedge against currency risk. The available market data is as follows: Current Spot Rate: 1 Â£ = $ 2.00 180-Day Forward Rate: 1 Â£ = $ 1.96 Interest Rates: â€¢ UK (180 days): o Deposit Rate: 4.5% o Borrowing Rate: 5% â€¢ US (180 days): o Deposit Rate: 5% o Borrowing Rate: 5.5% Option Contract: â€¢ Call option available on Â£, expiring in 180 days with: o Exercise price: $ 1.97 o Premium: $ 0.04 XYZ Ltd. has forecasted the following probabilities for spot rates after 180 days: Spot Rate Probability $ 1.91 25% $ 1.95 60% $ 2.05 15% From the information given above, choose the correct answer to the following questions:","3. Under the money market hedge, approximately how much will XYZ Ltd. need to repay after 180 days?","$ 5,88,000","$ 6,05,741","$ 5,95,560","$ 5,86,500",b,"Borrow $, convert to Â£, invest Â£, repay $ loan in 180 days Amount in Â£ to be invested = 3,00,000/1.045 = Â£ 2,87,081 Amount of $ needed to convert into Â£ = 2,87,081 x 2 = $ 5,74,162 Interest and principal on $ loan after 180 days = $5,74,162 x 1.055 = $ 6,05,741"
49,4,"XYZ Ltd., a U.S. firm, will require Â£ 300,000 in 180 days and is evaluating different strategies to hedge against currency risk. The available market data is as follows: Current Spot Rate: 1 Â£ = $ 2.00 180-Day Forward Rate: 1 Â£ = $ 1.96 Interest Rates: â€¢ UK (180 days): o Deposit Rate: 4.5% o Borrowing Rate: 5% â€¢ US (180 days): o Deposit Rate: 5% o Borrowing Rate: 5.5% Option Contract: â€¢ Call option available on Â£, expiring in 180 days with: o Exercise price: $ 1.97 o Premium: $ 0.04 XYZ Ltd. has forecasted the following probabilities for spot rates after 180 days: Spot Rate Probability $ 1.91 25% $ 1.95 60% $ 2.05 15% From the information given above, choose the correct answer to the following questions:","4. If XYZ Ltd. chooses the call option contract, after 180 days the total cost in dollar for Â£ 300,000 (inclusive of interest on Premium amount) shall be....................","$ 5,88,000","$ 6,05,741","$ 5,95,560","$ 5,86,500",c,"[($1.91 + 0.04) x 0.25 + ($1.95 + 0.04) x 0.60 + ($1.97 + 0.04) x 0.15] Â£ 3,00,000 + $12,000 x 5.5% = $5,95,560"
49,5,"XYZ Ltd., a U.S. firm, will require Â£ 300,000 in 180 days and is evaluating different strategies to hedge against currency risk. The available market data is as follows: Current Spot Rate: 1 Â£ = $ 2.00 180-Day Forward Rate: 1 Â£ = $ 1.96 Interest Rates: â€¢ UK (180 days): o Deposit Rate: 4.5% o Borrowing Rate: 5% â€¢ US (180 days): o Deposit Rate: 5% o Borrowing Rate: 5.5% Option Contract: â€¢ Call option available on Â£, expiring in 180 days with: o Exercise price: $ 1.97 o Premium: $ 0.04 XYZ Ltd. has forecasted the following probabilities for spot rates after 180 days: Spot Rate Probability $ 1.91 25% $ 1.95 60% $ 2.05 15% From the information given above, choose the correct answer to the following questions:",5. The expected spot rate per Â£ after 180 days shall be approximately.................,$ 1.91,$ 1.94,$ 1.96,$ 2.05,c,$1.91 x 0.25 + $1.95 x 0.60 + $2.05 x 0.15 = $1.955 say $1.96
50,1,"P Ltd. is planning to borrow an amount of ` 60 crores for a period of 3 months in the coming 6 month's time from now. The current rate of interest is 9% p.a., but it is likely to go up in 6 monthâ€™s time. The company wants to hedge itself against the likely increase in interest rate. You as CFO has been asked to suggest both traditional as well as modern methods to hedge interest rate risk. Suppose the banker of P Ltd. has quoted the following Forward Rate Agreement (FRA) rates: 3 x 6 9.10% 9.15% 6 x 9 9.20% 9.30% 9 x 12 9.35% 9.45% P Ltd. has already issued redeemable bonds or debentures. From the information given above, choose the correct answer to the following questions:",1. Which of the following rate shall be applicable for FRA to hedge the interest rate risk if P Ltd. agrees to adopt this method to hedge interest rate risk?,9.10% p.a.,9.30% p.a.,9.35% p.a.,9.45% p.a.,b,P Ltd. is planning to borrow after 6 months for a period of 3 months and higher of two rates shall be taken.
50,2,"P Ltd. is planning to borrow an amount of ` 60 crores for a period of 3 months in the coming 6 month's time from now. The current rate of interest is 9% p.a., but it is likely to go up in 6 monthâ€™s time. The company wants to hedge itself against the likely increase in interest rate. You as CFO has been asked to suggest both traditional as well as modern methods to hedge interest rate risk. Suppose the banker of P Ltd. has quoted the following Forward Rate Agreement (FRA) rates: 3 x 6 9.10% 9.15% 6 x 9 9.20% 9.30% 9 x 12 9.35% 9.45% P Ltd. has already issued redeemable bonds or debentures. From the information given above, choose the correct answer to the following questions:","2. If the actual rate of interest after 6 months happens to be 9.60%, approximately the settlement amount of.................","` 733,855 shall be paid by P Ltd. to its Banker.","` 439,453 shall be paid by P Ltd. to its Banker.","` 439,453 shall be paid by Banker to P Ltd.","` 733,855 shall be paid by Banker to P Ltd.",c,"` 60 crore ï¿½ (9.60-9.30) 1+ 0.096 4 Ã— 1 4 ï¿½ = ` 439,453"
50,3,"P Ltd. is planning to borrow an amount of ` 60 crores for a period of 3 months in the coming 6 month's time from now. The current rate of interest is 9% p.a., but it is likely to go up in 6 monthâ€™s time. The company wants to hedge itself against the likely increase in interest rate. You as CFO has been asked to suggest both traditional as well as modern methods to hedge interest rate risk. Suppose the banker of P Ltd. has quoted the following Forward Rate Agreement (FRA) rates: 3 x 6 9.10% 9.15% 6 x 9 9.20% 9.30% 9 x 12 9.35% 9.45% P Ltd. has already issued redeemable bonds or debentures. From the information given above, choose the correct answer to the following questions:","3. If the actual rate of interest after 6 months happens to be 8.80%, approximately the settlement amount of.................","` 733,855 shall be paid by P Ltd. to its Banker.","` 439,453 shall be paid by P Ltd. to its Banker.","` 439,453 shall be paid by Banker to P Ltd.","` 733,855 shall be paid by Banker to P Ltd.",a,"` 60 crore ï¿½ (8.80-9.30) 1+ 0.088 4 Ã— 1 4 ï¿½ = ` 733,855"
50,4,"P Ltd. is planning to borrow an amount of ` 60 crores for a period of 3 months in the coming 6 month's time from now. The current rate of interest is 9% p.a., but it is likely to go up in 6 monthâ€™s time. The company wants to hedge itself against the likely increase in interest rate. You as CFO has been asked to suggest both traditional as well as modern methods to hedge interest rate risk. Suppose the banker of P Ltd. has quoted the following Forward Rate Agreement (FRA) rates: 3 x 6 9.10% 9.15% 6 x 9 9.20% 9.30% 9 x 12 9.35% 9.45% P Ltd. has already issued redeemable bonds or debentures. From the information given above, choose the correct answer to the following questions:",4. Which of the following technique is not the modern technique to hedge the interest rate risk.,Interest Rate Futures,Interest Rate Options,Interest Rate Swaps,Forward Rate Agreement,d,FRA is a traditional technique to manage interest rate risk.
51,1,"XYZ Ltd., a medium-sized company in the renewable energy sector, is experiencing steady sales growth. The companyâ€™s management, however, is concerned about balancing rapid growth with long-term sustainability. In the past year, XYZâ€™s growth objectives have led to aggressive expansion plans, but management now realizes that such growth might not be financially sustainable in the long run. This raises concerns about how to maintain the company's financial health while meeting its ambitious growth targets. The CFO of XYZ Ltd. highlights the importance of Sustainable Growth Rate (SGR). The company now needs to ensure that its operational and financial policies align with its growth goals. XYZ must avoid expanding too quickly, which could strain its financial resources and lead to excessive borrowing. Moreover, management must also consider the long-term implications of resource consumption, particularly in the renewable energy industry, where sustainability is key to both current and future stakeholders. XYZ Ltd. also realizes that it needs to focus on building its growth capability alongside its growth strategy. Without the necessary infrastructure and financial planning in place, the companyâ€™s efforts to achieve long-term, sustainable growth could be in jeopardy. Furthermore, the company is aware of the risks of relying too much on external financing and recognizes the need for a balance between maintaining sufficient equity and minimizing debt. Given the importance of these considerations, XYZâ€™s management team must now review their growth strategy and financial policies to ensure they are consistent with the firmâ€™s sustainable growth objectives. From the information given above, choose the correct answer to the following questions:",1. The concept of Sustainable Growth Rate introduced by...................,Harry Markowitz,William Sharpe,Black Scholes,Robert C. Higgins,d,Names of Harry Markowitz and William Sharpe are associated with Portfolio Theory and Black Scholes with Derivative Valuation.
51,2,"XYZ Ltd., a medium-sized company in the renewable energy sector, is experiencing steady sales growth. The companyâ€™s management, however, is concerned about balancing rapid growth with long-term sustainability. In the past year, XYZâ€™s growth objectives have led to aggressive expansion plans, but management now realizes that such growth might not be financially sustainable in the long run. This raises concerns about how to maintain the company's financial health while meeting its ambitious growth targets. The CFO of XYZ Ltd. highlights the importance of Sustainable Growth Rate (SGR). The company now needs to ensure that its operational and financial policies align with its growth goals. XYZ must avoid expanding too quickly, which could strain its financial resources and lead to excessive borrowing. Moreover, management must also consider the long-term implications of resource consumption, particularly in the renewable energy industry, where sustainability is key to both current and future stakeholders. XYZ Ltd. also realizes that it needs to focus on building its growth capability alongside its growth strategy. Without the necessary infrastructure and financial planning in place, the companyâ€™s efforts to achieve long-term, sustainable growth could be in jeopardy. Furthermore, the company is aware of the risks of relying too much on external financing and recognizes the need for a balance between maintaining sufficient equity and minimizing debt. Given the importance of these considerations, XYZâ€™s management team must now review their growth strategy and financial policies to ensure they are consistent with the firmâ€™s sustainable growth objectives. From the information given above, choose the correct answer to the following questions:",2. The Sustainable Growth Rate (SGR) represents................. ,the rate at which the company can grow by issuing more equity.,the maximum rate of growth in sales that can be achieved without borrowing additional funds.,the growth rate determined by market demand for XYZâ€™s products.,the rate of growth determined by inflationary pressures.,b,Refer the concept of Sustainable Growth Rate.
51,3,"XYZ Ltd., a medium-sized company in the renewable energy sector, is experiencing steady sales growth. The companyâ€™s management, however, is concerned about balancing rapid growth with long-term sustainability. In the past year, XYZâ€™s growth objectives have led to aggressive expansion plans, but management now realizes that such growth might not be financially sustainable in the long run. This raises concerns about how to maintain the company's financial health while meeting its ambitious growth targets. The CFO of XYZ Ltd. highlights the importance of Sustainable Growth Rate (SGR). The company now needs to ensure that its operational and financial policies align with its growth goals. XYZ must avoid expanding too quickly, which could strain its financial resources and lead to excessive borrowing. Moreover, management must also consider the long-term implications of resource consumption, particularly in the renewable energy industry, where sustainability is key to both current and future stakeholders. XYZ Ltd. also realizes that it needs to focus on building its growth capability alongside its growth strategy. Without the necessary infrastructure and financial planning in place, the companyâ€™s efforts to achieve long-term, sustainable growth could be in jeopardy. Furthermore, the company is aware of the risks of relying too much on external financing and recognizes the need for a balance between maintaining sufficient equity and minimizing debt. Given the importance of these considerations, XYZâ€™s management team must now review their growth strategy and financial policies to ensure they are consistent with the firmâ€™s sustainable growth objectives. From the information given above, choose the correct answer to the following questions:",3. According to the case scenario the risk associated with growing too quickly is that...........,the company might not be able to retain competent staff.,the company could face liquidity issues due to over-expansion.,the companyâ€™s stock price might decline.,it could reduce the company's market share.,b,Refer facts from case scenario.
51,4,"XYZ Ltd., a medium-sized company in the renewable energy sector, is experiencing steady sales growth. The companyâ€™s management, however, is concerned about balancing rapid growth with long-term sustainability. In the past year, XYZâ€™s growth objectives have led to aggressive expansion plans, but management now realizes that such growth might not be financially sustainable in the long run. This raises concerns about how to maintain the company's financial health while meeting its ambitious growth targets. The CFO of XYZ Ltd. highlights the importance of Sustainable Growth Rate (SGR). The company now needs to ensure that its operational and financial policies align with its growth goals. XYZ must avoid expanding too quickly, which could strain its financial resources and lead to excessive borrowing. Moreover, management must also consider the long-term implications of resource consumption, particularly in the renewable energy industry, where sustainability is key to both current and future stakeholders. XYZ Ltd. also realizes that it needs to focus on building its growth capability alongside its growth strategy. Without the necessary infrastructure and financial planning in place, the companyâ€™s efforts to achieve long-term, sustainable growth could be in jeopardy. Furthermore, the company is aware of the risks of relying too much on external financing and recognizes the need for a balance between maintaining sufficient equity and minimizing debt. Given the importance of these considerations, XYZâ€™s management team must now review their growth strategy and financial policies to ensure they are consistent with the firmâ€™s sustainable growth objectives. From the information given above, choose the correct answer to the following questions:",4. Which of the following twin cornerstones are necessary for XYZ Ltd. to achieve sustainable growth?,Market conditions and competition.,Growth capability and growth strategy.,Product innovation and marketing strategy.,Cost-cutting measures and increased sales.,b,Refer the concept of Sustainable Growth Rate.
51,5,"XYZ Ltd., a medium-sized company in the renewable energy sector, is experiencing steady sales growth. The companyâ€™s management, however, is concerned about balancing rapid growth with long-term sustainability. In the past year, XYZâ€™s growth objectives have led to aggressive expansion plans, but management now realizes that such growth might not be financially sustainable in the long run. This raises concerns about how to maintain the company's financial health while meeting its ambitious growth targets. The CFO of XYZ Ltd. highlights the importance of Sustainable Growth Rate (SGR). The company now needs to ensure that its operational and financial policies align with its growth goals. XYZ must avoid expanding too quickly, which could strain its financial resources and lead to excessive borrowing. Moreover, management must also consider the long-term implications of resource consumption, particularly in the renewable energy industry, where sustainability is key to both current and future stakeholders. XYZ Ltd. also realizes that it needs to focus on building its growth capability alongside its growth strategy. Without the necessary infrastructure and financial planning in place, the companyâ€™s efforts to achieve long-term, sustainable growth could be in jeopardy. Furthermore, the company is aware of the risks of relying too much on external financing and recognizes the need for a balance between maintaining sufficient equity and minimizing debt. Given the importance of these considerations, XYZâ€™s management team must now review their growth strategy and financial policies to ensure they are consistent with the firmâ€™s sustainable growth objectives. From the information given above, choose the correct answer to the following questions:","5. In an inflationary condition if creditors require that XYZ Ltd.â€™s historical cost debt-to-equity ratio stay constant, the inflation...... (a)",reduces the need for external financing.,increases the sustainable growth rate by lowering costs.,lowers the sustainable growth rate.,It has no effect on the company's growth rate.,c,Refer the concept of Sustainable Growth Rate.
52,1,"The company X Ltd. proposes to take over Y Ltd. The chief executive of the company thinks that shareholders always look for the earnings per share. Therefore, he considers maximization of the earnings per share as his companyâ€™s objective. The following information is available in respect of X Ltd. and Y Ltd. X Ltd. Y Ltd. Net Profit â‚¹ 80 Lakh â‚¹ 15.75 Lakh P/E ratio 10.50 10.00 Current market price per share â‚¹ 42 â‚¹ 85 From the information given above, choose the correct answer to the following questions:","1. If the company borrows funds @ 15% rate of interest and buys out Target Company by paying cash, how much it should offer to maintain its EPS assuming tax rate @30%.",210 Lakhs,315 Lakhs,150 Lakhs,0 Lakhs,c,The amount available for Interest Payment =Total PBT ( ` 136.79 Lakh) Less PBT of X Ltd. ( ` 114.29 Lakh) = ` 22.50 Lakh Cash can be offered = ` 22.50 Lakhs/0.15 = ` 150 Lakhs
52,2,"The company X Ltd. proposes to take over Y Ltd. The chief executive of the company thinks that shareholders always look for the earnings per share. Therefore, he considers maximization of the earnings per share as his companyâ€™s objective. The following information is available in respect of X Ltd. and Y Ltd. X Ltd. Y Ltd. Net Profit â‚¹ 80 Lakh â‚¹ 15.75 Lakh P/E ratio 10.50 10.00 Current market price per share â‚¹ 42 â‚¹ 85 From the information given above, choose the correct answer to the following questions:",2. Maximum exchange ratio which the company should offer so that the company could keep EPS at current level is............,1:0.952,1:2.125,1:2.023,1:0.196,b,EPS (Y Ltd.) = ` 8.5 & EPS (X Ltd.) = ` 4 Exchange Ratio = 8.5/4 = 2.125
52,3,"The company X Ltd. proposes to take over Y Ltd. The chief executive of the company thinks that shareholders always look for the earnings per share. Therefore, he considers maximization of the earnings per share as his companyâ€™s objective. The following information is available in respect of X Ltd. and Y Ltd. X Ltd. Y Ltd. Net Profit â‚¹ 80 Lakh â‚¹ 15.75 Lakh P/E ratio 10.50 10.00 Current market price per share â‚¹ 42 â‚¹ 85 From the information given above, choose the correct answer to the following questions:",3. No. of shares to be issued by X Ltd. shall be approximately..........................,3.9375 Lakhs,1.7639 Lakhs,3.7485 Lakhs,0.3631 Lakhs,a,No. of Shares of Y Ltd.=1.8529 Lakh Shares [ ` 15.75 Lakh/ ` 8.50] No. of shares to be issued by X Ltd. = 1.8529 Lakh * 2.125 = 3.9375 Lakh
53,1,"Following information is related to actions taken in different situation of financial options: Situation Action Exercise Price Premium Spot Price I Exercised 140 20 160 II Exercised 200 15 175 III Lapsed 300 25 400 From the information given above, choose the correct answer to the following questions:","1. In Situation III, the investorâ€™s position and the amount of profit / loss is..........................","Put option, â‚¹ (25)","Call option, â‚¹ 75","Short position, â‚¹ 100","Long position, â‚¹ (100)",a,"Since option is lapsed. Thus, only loss is the loss of premium i.e., ` 25."
